Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Italian - Majotachi no Sub - New (IT),Spanish (ES),Arabic (AR)
Ushiromiya Ange,"""Just what it sounds like. ......Remember the first twilight of the very first game. ......When the adults' corpses were found in the gardening shed with the magic circle drawn on it. Remember?""","""Just what it sounds like. ...Remember the first twilight of the very first game. ...When the adults' corpses were found in the gardening shed with the magic circle drawn on it. Remember?"" ","""Just what it sounds like.  ......Remember the first twilight of the very first game.  ......When the adults' corpses were found in the gardening shed with the magic circle drawn on it.  Remember?""",「言葉通りの意味よ。……一番最初のゲームの第一の晩を思い出して。……大人たちの死体が魔法陣の描かれた園芸倉庫の中で発見された時のことよ。覚えてる？」,[=JP],"""Именно то, что сказала. ......Помнишь первые сумерки самой первой игры. ......Когда трупы взрослых нашли на садовом складе, на двери которого был нарисован магический круг. Помнишь?""","""Exatamente o que significa. ......Lembre‐se do primeiro crepúsculo do primeiro jogo. ......Quando os corpos dos adultos foram encontrados no depósito do jardim, com aquele círculo mágico desenhado. Lembra?""",「字面意思哟。……回忆一下最早的第一盘游戏的第一晚吧。……在画着魔法阵的园艺仓库中发现大人们尸体时的情景。还记得不？」,「字面意思喲。……回憶一下最早的第一盤遊戲的第一晚吧。……在畫著魔法陣的園藝倉庫中發現大人們屍體時的情景。還記得不？」,"""Proprio quello che sembra. ... Rammenta il primo crepuscolo proprio del primo gioco. ... Quando i cadaveri degli adulti furono trovati nel capanno del giardino con un cerchio magico disegnato su di esso. Ricordi?""",[=UP],"""Lo que parece... Recuerda el primer crepúsculo del primer juego... Cuando los cadáveres de los adultos fueron encontrados en el almacén con el círculo mágico. ¿Recuerdas?""","""ﺗﻤﺎﻣﺎً ﻛﻤﺎ ﻗﺎﻟﺖ. ......ﺃﺗﺘﺬﻛﺮ ﺍﻟﻐﺴﻖ ﺍﻷﻭﻝ ﻣﻦ ﺍﻟﻠﻌﺒﺔ ﺍﻷﻭﻟﻰ؟ ......ﻋﻨﺪﻣﺎ ﻋُﺜِﺮ ﻋﻠﻰ ﺟﺜﺚ ﺍﻟﺒﺎﻟﻐﻴﻦ ﺍﻟﺴﺘﺔ ﻓﻲ ﻣﺴﺘﻮﺩﻉ ﺍﻟﺤﺪﻳﻘﺔ ﺍﻟﺬﻱ ﻛﺎﻥ ﻣﺮﺳﻮﻣًﺎ ﻋﻠﻰ ﺑﺎﺑﻪ ﺩﺍﺋﺮﺓٌ ﺳﺤﺮﻳﺔ. ﻫﻞ ﺗﺬﻛﺮ؟"""
,Episode 1. The first twilight.,Episode 1. The first twilight. ,"Episode 1.  The first twilight.",エピソード１。第一の晩。,[=JP],Эпизод 1. Первые сумерки.,Episódio 1. O primeiro crepúsculo.,EP1。第一晚。,[=CN],Episodio 1. Il primo crepuscolo.,[=UP],Episodio 1. Primer crepúsculo.,ﺍﻟﺤﻠﻘﺔ 1. ﺍﻟﻐﺴﻖ ﺍﻷﻭﻝ.
,"Six people—Krauss, Rudolf, Kyrie, Rosa, Shannon, and Gohda—had died, and each of them had had their head pulverized.........","Krauss, Rudolf, Kyrie, Rosa, Shannon, and Gohda... All six of them had their heads pulverized and died...... ","Six people: Krauss, Rudolf, Kyrie, Rosa, Shannon, and Gohda had each had their heads pulverized and died.........",蔵臼、留弗夫、霧江、楼座、紗音、郷田の６人が、それぞれに頭部を粉砕されて死亡していた………。,[=JP],"Шесть человек: Краусс, Рудольф, Кирие, Роза, Шаннон и Года — у всех размозжили головы, отчего те и умерли...","Seis pessoas — Krauss, Rudolf, Kyrie, Rosa, Shannon e Gohda — morreram, e cada um deles teve suas cabeças destruídas.........",藏臼、留弗夫、雾江、楼座、纱音、乡田六人，分别被捣碎头部，死亡………。,藏臼、留弗夫、霧江、樓座、紗音、鄉田六人，分別被搗碎頭部，死亡………。,"Sei persone: Krauss, Rudolf, Kyrie, Rosa, Shannon, e Gohda avevano ognuno la loro testa polverizzata ed erano morti...",[=UP],"Krauss, Rudolf, Kyrie, Rosa, Shannon, y Gohda—Los seis estaban muertos, con sus caras pulverizadas...",ﺳﺘﺔ ﺃﺷﺨﺎﺹ—ﻛﺮﺍﻭﺱ، ﺭﻭﺩﻭﻟﻒ، ﻛﻴﺮﻳﻲ، ﺭﻭﺯﺍ، ﺷﺎﻧﻮﻥ، ﻭﻗﻮﺩﺍ—ﻣﺎﺗﻮﺍ، ﻭﻛﻞ ﻭﺍﺣﺪ ﻣﻨﻬﻢ ﺗﻬﺸﻢ ﺭﺃﺳﻪ.........
Ushiromiya Ange,"""At that time, there were two types of corpses. The ones with their faces pulverized, and the ones with half of their faces pulverized.""","""At that time, there were two types of corpses. Some had their faces pulverized, and some had half of their faces pulverized."" ","""At that time, there were two types of corpses.  They were the ones with their faces pulverized, and the ones with half of their faces pulverized.""",「あの時、あそこには２種類の死体があったわ。それは、顔面を粉砕された死体と、側面を粉砕された死体の２種類。」,「あの時、あそこには２種類の死体があったわ。それは、顔面を粉砕された死体と、側面を粉砕された死体の２種類」,"""Тогда имелось два типа трупов. У одних обезображено всё лицо, у других половина.""","""Naquele momento, haviam dois tipos de cadáveres. Aqueles com os rostos completamente destruídos, e aqueles com parte de seus rostos destruídos.""",「那时，现场出现了两种尸体。一种是整张脸被粉碎了的尸体，一种是侧面被粉碎了的尸体。」,「那時，現場出現了兩種屍體。一種是整張臉被粉碎了的屍體，一種是側面被粉碎了的屍體。」,"""In quel momento, c'erano due tipi di cadaveri. C'erano quelli con i loro volti completamente distrutti, e quelli con solo metà delle loro facce polverizzate.""",[=UP],"""Había dos clases de cadáveres. Los que tenían su cara pulverizada, y los que tenían la mitad de su cara pulverizada.""","""ﻓﻲ ﺫﻟﻚ ﺍﻟﻮﻗﺖ، ﻛﺎﻥ ﻫﻨﺎﻙ ﻧﻮﻋﺎﻥ ﻣﻦ ﺍﻟﺠﺜﺚ. ﺗﻠﻚ ﺍﻟﺘﻲ ﻫُﺸِﻤﺖ ﻭﺟﻮﻫﻬﺎ ﺑﺎﻟﻜﺎﻣﻞ، ﻭﺗﻠﻚ ﺍﻟﺘﻲ ﻫُﺸِﻤﺖ ﻧﺼﻒ ﻭﺟﻮﻫﻬﺎ."""
{f:5:Beatrice},"""That's right. Four with their faces smashed—Rudolf, Kyrie, Rosa, and Gohda. Two with the sides of their heads smashed—Krauss and Shannon.""","""That's right. The ones with their faces smashed were Rudolf, Kyrie, Rosa, and Gohda. The ones with the sides of their heads smashed were Krauss and Shannon. ","""That's right.  The ones with their faces smashed were Rudolf, Kyrie, Rosa, and Gohda.  The ones with the sides of their heads smashed were Krauss and Shannon.  ",「そうだ。顔面粉砕は、留弗夫、霧江、楼座、郷田の４人。側頭部粉砕は、蔵臼、紗音の２人だった。,「そうだ。顔面粉砕は、留弗夫、霧江、楼座、郷田の４人。側頭部粉砕は、蔵臼、紗音の２人だった」,"""Да. Те, кому изуродовали всё лицо, были Рудольф, Кирие, Роза и Года. Пол‐лица же изуродовали Крауссу с Шаннон.""","""Isso mesmo. Quatro com os rostos esmagados — Rudolf, Kyrie, Rosa e Gohda. Dois com um lado da cabeça esmagado — Krauss e Shannon.""",「是的。面部粉碎的是，留弗夫、雾江、楼座、乡田四人。侧头部粉碎的是，藏臼、纱音两人。」,「是的。面部粉碎的是，留弗夫、霧江、樓座、鄉田四人。側頭部粉碎的是，藏臼、紗音兩人。」,"""Esatto. Quelle con le loro facce distrutte erano Rudolf, Kyrie, Rosa, e Gohda. Quelli con parte della loro testa distrutta erano Krauss e Shannon.",[=UP],"""Correcto. Los que tenían la cara destrozada eran Rudolf, Kyrie, Rosa, y Gohda. Los que solo tenían un lado de su cabeza destrozada eran Krauss y Shannon.""","""ﻫﺬﺍ ﺻﺤﻴﺢ. ﺃﺭﺑﻌﺔ ﻫُﺸِﻤﺖ ﻭﺟﻮﻫﻬﻢ—ﺭﻭﺩﻭﻟﻒ، ﻭﻛﻴﺮﻳﻲ، ﻭﺭﻭﺯﺍ، ﻭﻗﻮﺩﺍ. ﻭﺍﺛﻨﺎﻥ ﻫُﺸِﻢ ﺟﺎﻧﺒﺎ ﺭﺃﺳﻴﻬﻤﺎ—ﻛﺮﺍﻭﺱ ﻭﺷﺎﻧﻮﻥ."""
{f:5:Beatrice},"""......At the time, I had fickly created two types of corpses, but I realized that the former, more atrocious type was actually disadvantageous for me.""","...At the time, I fickly created two types of corpses, but I realized that the former, more atrocious type was actually disadvantageous for me."" ","......At the time, I had fickly created two types of corpses, but I realized that the former, more atrocious type was actually disadvantageous for me.""",……妾も、あの時点では気まぐれに生み出した２種類の死体であったが、より残忍な死体である前者の方が、妾にとってむしろ不利であることに気付いたのだ。」,「……妾も、あの時点では気まぐれに生み出した２種類の死体であったが、より残忍な死体である前者の方が、妾にとってむしろ不利であることに気付いたのだ」,"""......В тот раз я легкомысленно создала два типа трупов, но затем осознала, что первый тип был для меня опасен.""","""......Naquele momento, eu caprichosamente criei dois tipos de cadáveres, mas percebi que esse método, mais atroz, era desvantajoso para mim.""",「……虽然妾身在那时一时随性，创造出了两种尸体，但妾身现已意识到了，更为残忍的前一种尸体，对妾身来说反而不利。」,「……雖然妾身在那時一時隨性，創造出了兩種屍體，但妾身現已意識到了，更為殘忍的前一種屍體，對妾身來說反而不利。」,"... Al tempo, avevo incostantemente creato due tipi di corpi, ma realizzai che il primo tipo, il più atroce, era in realtà svantaggioso per me.""",[=UP],"""... Había creado dos tipos de cadáveres por capricho, pero me di cuenta de que el primero, el más atroz, me ponía en desventaja.""","""......ﻓﻲ ﺫﻟﻚ ﺍﻟﻮﻗﺖ، ﻟﻢ ﻳﻜﻦ ﺗﻔﺮﻳﻘﻲ ﺑﻴﻦ ﻭﺟﻮﻫﻬﻢ ﺳﻮﻯ ﻧﺰﻭﺓً ﻣﻨﻲ، ﻟﻜﻨﻨﻲ ﺃﺩﺭﻛﺖ ﺃﻥ ﺗﻬﺸﻴﻤﻲ ﻟﻜﻞ ﺍﻟﻮﺟﻪ ﻟﻴﺲ ﻓﻲ ﻣﺼﻠﺤﺘﻲ."""
Ushiromiya Battler,"""......Disadvantageous for you......? ............Right. I get it.""","""...Disadvantageous for you...? ......I see. So that's what this is."" ","""......Disadvantageous for you, Beato......?  .........Right.  I get it.""",「……ベアトにとって不利……？…………そうか。そういうことか。」,「……ベアトにとって不利……？　…………そうか。そういうことか」,"""......Опасен для тебя, Беато? .........Ясно. Понял.""","""......Desvantajoso para você......? ............Sim. Entendi.""",「……对贝阿朵不利……？…………是嘛。是这么一回事嘛。」,「……對貝阿朵不利……？…………是嘛。是這麼一回事嘛。」,"""... Svantaggioso per te, Beato...? ... Giusto. Ho capito.""",[=UP],"""... ¿En desventaja? Ya veo. Lo entiendo.""","""......ﻟﻴﺲ ﻓﻲ ﻣﺼﻠﺤﺔ ﺑﻴـﺎﺗﻮ......؟ ............ﻓﻬﻤﺖ. ﻫﻜﺬﺍ ﺇﺫﻥ."""
,That's right. The smashed faces might look atrocious.{n}......But they made it hard to confirm the identity of the person.,That's right. The smashed faces might look atrocious. ...But that made it hard to confirm the identity of each person. ,"That's right.The smashed faces might look atrocious.......But that made it hard to confirm the identity of the person.",そうなんだ。一見残酷な顔面粉砕。……しかしそれは、本人確認を難しくしているのだ。,そうなんだ。一見残酷な顔面粉砕。{n}……しかしそれは、本人確認を難しくしているのだ。,Так и есть. Изуродованные лица могут вызывать гамму самых разных отрицательных чувств.{n}......Но они же и затрудняют опознание личности.,Isso mesmo. Os rostos esmagados podem parecer atrozes.{n}......Mas só fazem com que seja mais difícil confirmar a identidade da pessoa.,对。初看之下，面部粉碎非常残酷。{n}……但是，这种做法会使尸体难以确认是不是本人。,對。初看之下，面部粉碎非常殘酷。{n}……但是，這種做法會使屍體難以確認是不是本人。,È vero. I volti distrutti possono sembrare atroci. ... Ma rendono difficile confermare l'identità della persona.,[=UP],Es cierto. Las caras destrozadas pueden parecer atroces.{n}... Pero al menos dificultaban el confirmar la identidad de una persona.,ﻫﺬﺍ ﺻﺤﻴﺢ. ﻗﺪ ﺗﺒﺪﻭ ﺍﻟﻮﺟﻮﻩ ﺍﻟﻤﻬﺸﻤﺔ ﻓﻈﻴﻌﺔ.{n}......ﻟﻜﻨﻬﺎ ﺟﻌﻠﺖ ﻣﻦ ﺍﻟﺼﻌﺐ ﺗﺄﻛﻴﺪ ﻫﻮﻳﺔ ﺍﻟﺸﺨﺺ.
,"For example, at that time, Uncle Krauss and Shannon‐chan had had their heads only half‐smashed.","For example, at that time, Uncle Krauss and Shannon-chan had their heads half smashed. ","For example, at that time, Krauss oji-san and Shannon-chan had their heads half smashed.",例えば、あの時の蔵臼伯父さんと紗音ちゃんは、頭部は半壊だった。,[=JP],"К примеру, в тот раз половину лица изуродовали дяде Крауссу и Шаннон‐чан.","Por exemplo, naquela ocasião, o tio Krauss e a Shannon‐chan tiveram suas cabeças parcialmente esmagadas.",比如说，那时的藏臼伯父与纱音头部半毁。,比如說，那時的藏臼伯父與紗音頭部半毀。,"Per esempio, al tempo, Krauss oji-san e Shannon-chan avevano le loro teste mezze distrutte.",[=UP],"Por ejemplo, en aquel momento, mi tío Krauss y Shannon-chan tenían la mitad de sus cabezas destrozadas.",ﻋﻠﻰ ﺳﺒﻴﻞ ﺍﻟﻤﺜﺎﻝ، ﻓﻲ ﺫﻟﻚ ﺍﻟﻮﻗﺖ، ﻛﺎﻥ ﺭﺃﺱ ﺍﻟﻌﻢ ﻛﺮﺍﻭﺱ ﻭﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ ﻧﺼﻒ ﻣﻬﺸﻢ ﻓﻘﻂ.
,"That itself was of course atrocious, but because half of their faces remained, it was easy to confirm their identity.","That alone was atrocious enough, but because half of their faces remained, it was easy to confirm their identities. ","That itself was of course atrocious, but because half of their faces remained, it was easy to confirm their identity.",それ自体も、もちろん残酷ではあるが、顔が半分残っていたため、容易に本人確認が出来た。,[=JP],"Зрелище, конечно, душераздирающее, но оставшаяся половина лица позволила с легкостью опознать их.","Isso por si só já é algo desumano, mas como parte de suas faces permaneceram, foi fácil confirmar suas identidades.",这本身当然也非常残酷，但由于留下了半张脸，所以能轻易确认为本人。,這本身當然也非常殘酷，但由於留下了半張臉，所以能輕易確認為本人。,"Questo era di per sé atroce ovviamente, ma dato che metà del loro volto era rimasto, fu facile confermare la loro identità.",[=UP],"Era atroz de por sí, pero al quedar la mitad de sus caras, era fácil confirmar su identidad.",ﻛﺎﻥ ﺫﻟﻚ ﺑﺤﺪ ﺫﺍﺗﻪ ﻓﻈﻴﻌﺎً ﺑﺎﻟﻄﺒﻊ، ﻭﻟﻜﻦ ﻷﻥ ﻧﺼﻒ ﻭﺟﻬﻴﻬﻤﺎ ﺑﻘﻲ، ﻛﺎﻥ ﻣﻦ ﺍﻟﺴﻬﻞ ﺗﺄﻛﻴﺪ ﻫﻮﻳﺘﻬﻤﺎ.
,But Dad and the other three were different.,But Dad and the other three were different. ,"But Dad and the other three were different.",しかし、親父たち４人は違った。,[=JP],А вот с папой и остальными — тут уже совсем другое дело.,Já meu pai e os outros três é um caso diferente.,不过，老爸他们四个就不一样了。,不過，老爸他們四個就不一樣了。,Ma per Papà e gli altri era diverso.,[=UP],Pero era diferente con papá y los demás.,ﻟﻜﻦ ﺃﺑﻲ ﻭﺍﻟﺜﻼﺛﺔ ﺍﻵﺧﺮﻳﻦ ﻛﺎﻧﻮﺍ ﻣﺨﺘﻠﻔﻴﻦ.
