Speaker,Steam (ST)
Ushiromiya Rudolf,"""............!"" "
Ushiromiya Eva,"""...Rudolf... ...How could you... do that...to my husband...?!!"" "
Ushiromiya Rudolf,"""Aneki... So, you're alive..."" "
Ushiromiya Eva,"""Sorry that I'm alive! Too bad! But my husband wasn't so lucky... How could you... How could you...?!!"""
,"With a face obscured by anger and tears, Eva slowly walked closer, her gun raised. "
,Her husband had been killed right in front of her. She probably wouldn't even hesitate. 
,"Realizing that a gun, quivering with anger, was pointed right at his chest, Rudolf backed away. "
,"As he pretended to retreat, ...he approached the gun he had hidden in the shadows. "
Ushiromiya Rudolf,"""C-Calm down, Aneki... Put the gun down... ...I never wanted that to happen. Everything happened so fast. There was nothing I could do...!"" "
Ushiromiya Eva,"""How can you tell such half-baked lies?!!"" "
,"As Eva had said, it really had been a half-baked, pointless thing to say. "
,"Rudolf would have said anything if he thought it would calm Eva's emotions before she pulled the trigger, which she looked capable of doing at any moment now... "
,"...Then, Rudolf's foot came in contact with his gun. "
Ushiromiya Rudolf,"""L-Let's just talk this over. ...George-kun should be here soon. ...Oh. ...Hey, George-kun, we're over here."" "
,"Rudolf waved, as though George was coming from behind Eva. "
,Let Eva's attention turn in that direction... 
,"...That idiot. My simple, big sister has always been a sucker. "
,Die!!! 
,Gunfire. 
,"...Then, a bit later, the sound of something heavier than rain drip-dropping onto the cobblestone. "
Ushiromiya Rudolf,"""......Agh, ......nggg..."" "
Ushiromiya Eva,"""...Rudolf... I've always been able to see through your tricks...!!"" "
,"The bullet Eva fired went straight into Rudolf's chest. The bullet Rudolf fired at Eva missed, landing near her feet. "
Ushiromiya Rudolf,"""Guess I was...right... This gun... does shoot low..."" "
,"He dropped the gun into a puddle with a splash, staggered backwards, and leaned against the wall of the chapel. "
Ushiromiya Rudolf,"""Nah, that's not it... ...All good westerns end...with the bad guy's bullet missing..."" "
,"Eva dashed up to him, kicked away the gun that had fallen into a puddle, and grabbed Rudolf by the collar. "
Ushiromiya Eva,"""What about George?! Where is he?! I won't let you kill him...!!"" "
Ushiromiya Rudolf,"""......Sorry, Aneki. ...Already...got him."" "
Ushiromiya Eva,"""Liar!!"" "
Ushiromiya Rudolf,"""...Did it in the bushes over there. ...Go take a look. You'll see soon..."" "
Ushiromiya Eva,"""......R- Rudolf, ...you......"" "
,"Eva, who claimed to know all of her little brother's tricks, ...also knew that Rudolf's final words, as his consciousness began to fade thanks to the bullet wound, were not a lie. "
Ushiromiya Eva,"""How could you... George, ...Geoooooooooooooooooorrge!!!"" "
,An empty shell casing bounced off the cobblestone. The furious gun barrel was pressed against Rudolf's forehead. 
Ushiromiya Rudolf,"""...Go ahead and shoot. ...I doubt that'll bring you much peace though."" "
,"A bolt of lightning turned everything white. However, the wall of the chapel was stained blood red. "
,"A red splash, like a crushed tomato, came out from the back of Rudolf's head and covered the wall... "
,"Then, leaving a red trail behind him, ...Rudolf sagged downwards, sat on the ground, and fell over. "
Ushiromiya Eva,"""George, Geooooooooorge!! Geooooooooorge, uwaaaaaaaaahhhhhhh!!"" "
,"Eva dashed off towards the bushes. ...She found George's corpse almost immediately, screamed, and broke down sobbing. "
,...Rudolf's bloody corpse was exposed to the rain that ran down off the eaves. 
,"His eyes were still wide open. A fist-sized, flesh-covered hole was open in the back of his head, ...and his insides were exposed to the open air. "
,"Inside was a mixed jelly of flesh, brains, and spinal fluid. "
,"That goop, which looked like someone had mixed it up with a spoon, dripped from his eyes, nose, ears, mouth, and the hole in his head... "
Ushiromiya Ange,"""...Dad, ...Dad... ...Aaaaaaaaahhh...!!!"" "
,"Ange clutched at her head, sobbing and moaning. "
,"Her father had dirtied his hands with murder over money, and on top of that, he had faced such a cruel end, and Ange had been forced to see his corpse. It was hard to imagine a more painful experience for a daughter to go through. "
,...I'm totally fed up with this. It's completely meaningless. 
Ushiromiya Lion,"""{f:5:Bernkastel}-san...! I know you're here somewhere! Please, make this game stop...!! There's no point to it!"" "
,"As if in answer to that yell, ...a black shadow appeared a few seats in front of them. "
,Or perhaps she was sitting there the whole time. 
,Maybe we just couldn't see her until we were aware of her. 
,"It was, without a doubt, the back of {f:5:Bernkastel}'s head. "
Ushiromiya Lion,"""{f:5:Bernkastel}-san...!!"" "
{f:5:Bernkastel},"""...Pipe down back there. Can't you watch the show quietly?"" "
,The witch turned around with bored eyes. ...As though the two people yelling were the strange ones. 
Ushiromiya Lion,"""Please stop this...! We realize that this is the sealed cat box world of October 4th and 5th...!"" "
,The games are like messages. 
,Or maybe more like a roundabout love letter. A single message can be conveyed over several games. 
,"But now, we understand. We know that endless tales can seep out of the sealed, two-day cat box. "
,"And beyond that, I even know the culprit and the motive. That has already been revealed, and it doesn't even have anything to do with this game. "
Ushiromiya Lion,"""We both know the answer, that this is a cat box tale...! So, there shouldn't be any need for any further games...!! If this is supposed to be a game between you and us, then we already know the answer...!! The game should be over!!"" "
{f:5:Lambdadelta},"""Just shut up already. Didn't you hear Bern tell you to be quiet?"" "
,"Another shadow appeared in the next seat over, turned around, and scolded the pair. "
{f:5:Bernkastel},"""......There is a point. If you just watch, you'll see it. ...*giggle*giggle*."" "
Ushiromiya Lion,"""Are you the Game Master...?!"" "
{f:5:Bernkastel},"""...Not at all."" "
Ushiromiya Lion,"""Then who is it?! Could it be...Clair...?"" "
{f:5:Bernkastel},"""If you watch, you'll see. Not much longer now. ...*giggle*giggle*."" "
{f:5:Lambdadelta},"""The tragedy has already reached its climax. Who'll survive, I wonder? Heheheheheheheheh..."" "
,{f:5:Bernkastel} isn't the Game Master...? 
,Then who is? Could Clair have created this cruel tale...? 
,Or are there even more witches playing around with this cat box...? 
,The guesthouse...was wrapped in silence. 
,There were no sounds. 
,No trace of anyone's presence. No breathing from anyone alive. 
,There wasn't anything to be heard anymore... 
,If anything could be heard... ...It was the sound of the murderer's feet stepping across the floor... 
,Kyrie slowly passed through the lounge. 
,In her right hand...was a gun. In her left hand...was a knife. 
,"The knife was stained with blood, and some was still dripping from the tip, ...leaving behind red tracks like a demon's footprints... "
,"Her hands were filled with tools of murder. So, she wasn't capable of doing anything but murder. "
,"In that sense, at that moment, she was clearly and purely a murderer. "
,"...The murderer went to the entrance hall, and then, only after reaching the front door, looked down to see the two bloodstained hands of a killer. "
,Those hands gripped the tools of death that had performed a cruel massacre. 
,"Then, at last, the murderer realized that it wouldn't even be possible to open the door like this...and tossed aside the knife... "
,"Then, the murderer reached out to the door, turned around calmly, ...and spoke. "
Ushiromiya Kyrie,"""Sorry, everyone. ...But don't worry. A few days later, the newspapers will be talking about an unfortunate accident. ...And I'm sure the news shows, the papers, and rumormongers everywhere will be sure that you spent your time in happy ignorance until the instant of the accident. ...In other words, you'll all have had a good time until midnight on October 5th."" "
,So said the one who had stained that bloody guesthouse red. 
Ushiromiya Kyrie,"""At this hour, the cousins are all staying up late and playing around. ...And the servants who have to get up early are all snoring. The ones on the late shift are probably filling in the log or taking a break about now."" "
Ushiromiya Kyrie,"""...That's how it is. From where I am now, I can hear laughter coming from the cousin room. ......*giggle*."" "
,Humans outside the cat box would probably never understand what Kyrie was saying. 
,"Only she, shut inside the cat box of the explosion accident, could know what it really meant... "
,"Outside, the rain poured down heavily. "
,"Kyrie almost picked up an umbrella, but then stopped suddenly, as if she'd just thought of something. "
,"Then, she started walking out into the rain, not caring at all whether she got wet or not... "
,Did the murderer not want an umbrella to get in the way of her gun? ...Or was she hoping that the rain could act as a shower to get the blood off her? 
Ushiromiya Kyrie,"""............"" "
,"Kyrie stopped walking. As though something unexpected had caught her attention. However, this time, it was no whim of hers... "
Ushiromiya Eva,"""......How could you... ...kill my husband...?!!!"" "
Ushiromiya Kyrie,"""Oh, ...Eva nee-san. ...That's surprising. How could I have missed you from that distance?"" "
Ushiromiya Eva,"""I'm just as surprised. I didn't think I'd survive."" "
Ushiromiya Kyrie,"""...You came here from the underground stairway behind the chapel, right? ...In that case-"" "
Ushiromiya Eva,"""That's right. I bumped into Rudolf in front of the chapel!"" "
Ushiromiya Kyrie,"""And how was he doing?"" "
Ushiromiya Eva,"""Oh, just wonderful. We managed to have a friendly sibling chat for the first time in a while."" "
